,temperature,el_loadprofile,th_loadprofile,heatpump,bev_at_home,bev_battery,bev,pv,current_demand,current_production,temp_residual,current_residual,home_battery_soc,electrical_storage_charge,electrical_storage_discharge,done,action,reward,bev_charge_flag,heatpump_flag,thermal_storage,th_soc,cost,specific_cost
61,16.725,0.00026593333333333336,0.022021125189159135,0.0,1,16.0,0.0,-0.0001,0.00026593333333333336,-0.0001,0.00036593333333333336,0.00036593333333333336,0.0,0.0,0.0,True,4,0.0,0,0,56.765665352440124,415693.7383440745,8.348333333333333e-05,0.31392579593883174
62,16.75,0.0003347333333333333,0.01674685556099971,0.0,1,16.0,0.0,-0.0001,0.0003347333333333333,-0.0001,0.0004347333333333333,0.0004347333333333333,0.0,0.0,0.0,True,4,0.0,0,0,56.315586266416744,415126.6386956851,0.00010068333333333332,0.30078669587731527
63,16.775,0.000232,0.011472585932840288,0.0,1,16.0,0.0,-0.0001,0.000232,-0.0001,0.000332,0.000332,0.0,0.0,0.0,True,4,0.0,0,0,55.86716172744701,414561.6237765832,7.5e-05,0.32327586206896547
64,16.8,0.0002456,0.006198316304680863,1.8125587994074526,1,16.0,0.0,-0.0001,1.8128043994074525,-0.0001,1.8129043994074525,1.8129043994074525,0.0,0.0,0.0,True,1,0.0,0,1,56.411109567749634,415246.99805536453,0.4532180998518631,0.2500093777354057
65,16.95,0.0002134,0.006535181321239605,1.8060122019783005,1,16.0,0.0,-0.0001,1.8062256019783005,-0.0001,1.8063256019783005,1.8063256019783005,0.0,0.0,0.0,True,2,0.0,0,1,56.95425406423186,415931.3601209321,0.4515734004945751,0.2500094118918375
66,17.1,0.00037686666666666676,0.006872046337798348,1.7994943636777394,1,16.0,0.0,-0.0001,1.799871230344406,-0.0001,1.799971230344406,1.799971230344406,0.0,0.0,0.0,True,2,0.0,0,1,57.49659630475503,416614.7113439913,0.4499848075861015,0.250009445120136
67,17.25,0.00016206666666666666,0.007208911354357091,1.79300517304405,1,16.0,0.0,-0.0001,1.7931672397107166,-0.0001,1.7932672397107166,1.7932672397107166,0.0,0.0,0.0,True,2,0.0,0,1,58.03813737570738,417297.05309339124,0.44830880992767913,0.250009480431955
68,17.4,0.00015693333333333334,0.007545776370915833,1.7865445184740856,1,16.0,0.0,-0.0001,1.786701451807419,-0.0001,1.786801451807419,1.786801451807419,0.0,0.0,0.0,True,2,0.0,0,1,58.57887836200604,417978.3867361276,0.4466923629518547,0.25000951474012784
69,17.549999999999997,0.00030546666666666665,0.007175224852701216,1.7801122882370635,1,16.0,0.0,-0.0001,1.78041775490373,-0.0001,1.78051775490373,1.78051775490373,0.0,0.0,0.0,True,2,0.0,0,1,59.11896051745123,418658.8902519885,0.4451214387259325,0.25000954832086636
70,17.7,0.0002764,0.006804673334486599,1.7737083704880896,1,16.0,0.0,-0.0001,1.7739847704880896,-0.0001,1.7740847704880895,1.7740847704880895,0.0,0.0,0.0,True,2,0.0,0,1,59.65838473420956,419338.56476510403,0.4435131926220224,0.2500095829458532
71,17.85,0.0002452666666666667,0.006434121816271982,0.0,1,16.0,0.0,-0.0001,0.0002452666666666667,-0.0001,0.0003452666666666667,0.0003452666666666667,0.0,0.0,0.0,True,0,0.0,0,0,59.20643183048861,418769.1041064156,7.831666666666667e-05,0.3193123131285675
72,18.0,0.00013093333333333334,0.006063570298057365,0.0,1,16.0,0.0,-0.0001,0.00013093333333333334,-0.0001,0.00023093333333333333,0.00023093333333333333,0.0,0.0,0.0,True,0,0.0,0,0,58.75516436889012,418200.50710480154,4.973333333333333e-05,0.3798370672097759
73,18.1,0.0003622666666666666,0.007309970859324713,0.0,1,16.0,0.0,-0.0001,0.0003622666666666666,-0.0001,0.0004622666666666666,0.0004622666666666666,0.0,0.0,0.0,True,4,0.0,0,0,58.304261031834926,417632.368900112,0.00010756666666666665,0.29692675745307323
74,18.2,0.0002462,0.008556371420592061,0.0,1,16.0,0.0,-0.0001,0.0002462,-0.0001,0.0003462,0.0003462,0.0,0.0,0.0,True,4,0.0,0,0,57.853721326237746,417064.6888710595,7.855e-05,0.3190495532087733
75,18.299999999999997,0.00015866666666666666,0.009802771981859408,0.0,1,16.0,0.0,-0.0001,0.00015866666666666666,-0.0001,0.00025866666666666665,0.00025866666666666665,0.0,0.0,0.0,True,4,0.0,0,0,57.403544759680926,416497.4663971979,5.666666666666666e-05,0.3571428571428571
76,18.4,0.0002424,0.011049172543126757,0.0,1,16.0,0.0,-0.0001,0.0002424,-0.0001,0.00034240000000000003,0.00034240000000000003,0.0,0.0,0.0,True,4,0.0,0,0,56.9537308404137,415930.7008589212,7.76e-05,0.3201320132013201
77,18.275,0.0003888666666666667,0.014687314721961175,0.0,1,16.0,0.0,-0.0001,0.0003888666666666667,-0.0001,0.0004888666666666668,0.0004888666666666668,0.0,0.0,0.0,True,4,0.0,0,0,56.5038051680653,415363.7945117623,0.00011421666666666669,0.293716783816218
